"row ID","REVENUE_VOICE_oct","REVENUE_GPRS_oct","REVENUE_SMS_oct","REVENUE_VAS_oct","VOLUME_MIN_oct","VOLUME_NO_oct","VOLUME_MIN_country_X_oct","VOLUME_NO_country_X_oct","VOLUME_MIN_country_Y_oct","VOLUME_NO_country_Y_oct","VOLUME_MIN_Neighbou_octr","VOLUME_NO_Neighbour_oct","VOLUME_MIN_West_Europe_oct","VOLUME_NO_West_Europe_oct","VOLUME_MIN_East_Europe_oct","VOLUME_NO_East_Europe_oct","VOLUME_MIN_OTHERDEST_oct","VOLUME_NO_OTHERDEST_oct","NO_SMS_OTHERDEST_oct","NO_GPRS_OTHERDEST_oct","VOLUME_MIN_COMPETITION_oct","VOLUME_NO_COMPETITION_oct","NO_SMS_COMPETITION_oct","NO_GPRS_COMPETITION_oct","NO_ROAMING_oct","SCORE_ID","AGE","GENDER","REVENUE_AMOUNT_oct","NUM_OF_RECHARGE_oct","CHURN","Prediction (DecTree)"
"7860",728,0,0,0,13.08,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.97,2,0,0,0,,64,"M",279.95,,"0","0"
"7861",143,0,51,0,2.87,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,4,0.0,0,0,0,0,80,35,"M",90.7,1,"0","0"
"7862",412,0,0,0,4.84,14,0,0,2.2,1,2.2,1,0,0,0,0,0.0,0,0,0,2.64,13,0,0,0,80,48,"F",108.2983,,"0","0"
"7863",392,0,85,0,7.75,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,1.78,5,0,0,0,80,53,"F",163.9,,"0","0"
"7864",1815,0,17,0,39.84,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,45,"M",825.55,,"0","0"
"7865",172,0,0,0,5.57,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,49,"M",26.46,,"0","0"
"7867",112,0,0,0,2.27,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.6,3,0,0,0,80,22,"M",37.5166,,"0","0"
"7868",333,0,119,0,30.77,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,6,0.0,0,0,0,0,80,42,"M",80.75,,"0","0"
"7870",50,0,0,0,0.39,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.04,2,0,0,0,80,62,"M",33.0,1,"0","0"
"7871",693,0,102,0,17.52,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,4.9,8,0,0,0,80,25,"M",268.2,1,"0","0"
"7872",134,0,270,0,2.51,36,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,27,0,0.6,2,0,0,0,80,51,"M",376.4,1,"0","0"
"7876",47,0,64,0,2.61,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,10,0,0.0,0,0,0,0,80,43,"M",63.0,,"0","0"
"7877",930,0,0,0,21.04,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,36,"F",168.99,,"0","0"
"7878",32,0,51,0,0.67,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.0,0,0,0,0,,50,"M",19.8,,"0","0"
"7880",824,0,0,0,15.3,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,8.8,18,0,0,0,80,64,"M",198.9892,,"0","0"
"7883",775,0,51,0,20.14,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,6.52,4,0,0,0,80,40,"M",202.9,,"0","0"
"7889",879,0,119,0,22.16,22,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,1.27,3,0,0,0,,25,"M",870.85,1,"0","0"
"7890",247,0,0,0,7.5,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.11,5,0,0,0,80,30,"M",32.3566,,"0","0"
"7895",65,0,0,0,2.35,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,49,"M",47.575,,"0","0"
"7897",482,106,76,34,6.63,52,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,18,1.8,5,0,0,0,80,42,"F",566.8,,"0","0"
"7898",667,1492,170,0,14.86,99,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,9,61,5.52,13,0,0,0,70,23,"M",431.6066,1,"0","0"
"7899",1583,0,17,5,52.89,32,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,32,"M",680.35,1,"0","0"
"7900",369,0,0,0,6.76,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.06,6,0,0,0,80,40,"F",200.7033,,"0","0"
"7902",1780,0,0,120,1768.81,99,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.64,10,0,0,0,70,51,"M",1164.45,1,"0","0"
"7905",513,0,17,0,13.84,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,3.0,3,0,0,0,80,49,"M",215.1833,1,"0","0"
"7906",370,0,221,0,10.05,33,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,13,0,3.83,6,0,0,0,80,33,"F",174.4633,,"0","0"
"7908",375,112,51,0,11.7,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,4,6.66,9,0,0,0,80,42,"F",355.0833,1,"0","0"
"7911",132,53,0,0,1.56,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,6,1.43,7,0,0,0,80,37,"F",204.6,1,"0","0"
"7912",487,0,0,0,14.09,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.61,3,0,0,0,80,55,"M",194.505,,"0","0"
"7913",97,0,102,0,1.95,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,0.0,0,0,0,0,80,45,"M",50.5,,"0","0"
"7914",202,0,0,0,6.48,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.78,2,0,0,0,,44,"M",116.92,,"0","0"
"7920",99,0,136,0,1.78,33,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,0,0.0,0,0,0,0,,40,"F",134.0,,"0","0"
"7923",1312,0,918,0,12.89,70,0,0,1.35,1,1.35,1,6,5,0,0,0.0,0,54,0,1.62,2,0,0,1,70,67,"F",461.8449,1,"0","0"
"7929",87,0,0,0,2.44,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.42,1,0,0,0,80,76,"F",7.35,,"0","0"
"7931",1422,0,0,8,15.78,24,0,0,0.35,1,0.35,1,0,0,0,0,1.12,1,0,0,2.33,2,0,0,1,70,69,"M",474.4916,1,"0","0"
"7934",2218,0,68,0,37.38,46,6,2,0.0,0,6.1,2,0,0,0,0,0.0,0,4,0,17.51,22,0,0,0,80,54,"F",636.2198,,"0","0"
"7935",227,0,0,17,4.84,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,34,"F",50.0,,"0","0"
"7936",431,0,0,0,12.16,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.42,6,0,0,0,80,35,"M",236.6182,,"0","0"
"7937",144,0,0,0,3.89,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.34,6,0,0,0,,50,"F",119.0182,,"0","0"
"7939",369,0,68,0,9.25,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,2.67,3,0,0,0,80,22,"F",111.65,,"0","0"
"7942",119,0,0,0,3.52,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.5,2,0,0,0,80,44,"F",118.8,,"0","0"
"7948",658,0,0,0,15.99,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.63,6,0,0,0,80,64,"M",417.45,,"0","0"
"7950",1013,0,67,0,13.62,21,3,4,0.0,0,3.63,4,0,0,0,0,0.0,0,4,0,1.25,1,0,0,1,80,30,"F",1080.45,1,"0","0"
"7954",760,0,0,0,20.75,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,54,"M",524.7,1,"0","0"
"7958",103,0,0,0,2.68,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,39,"M",81.45,1,"0","0"
"7959",1589,0,0,0,48.02,52,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,32.48,32,0,0,0,70,52,"M",644.9595,2,"0","0"
"7962",149,0,306,0,4.68,25,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,18,0,0.7,2,0,0,0,80,47,"F",157.67,,"0","0"
"7968",311,0,10,0,7.39,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,1.0,2,0,0,0,80,20,"M",204.6,,"0","0"
"7974",30,0,17,0,0.04,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,,22,"F",17.0,1,"0","0"
"7975",0,0,17,0,0.02,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,,40,"F",17.0,1,"0","0"
"7977",337,0,0,0,9.08,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.38,5,0,0,0,80,69,"M",221.1,,"0","0"
"7980",82,0,34,0,0.77,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,80,42,"F",32.25,,"0","0"
"7983",212,0,0,0,6.22,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.32,1,0,0,0,80,41,"F",48.6083,,"0","0"
"7984",1254,0,17,0,20.62,27,0,0,0.0,0,3.2,4,0,0,0,0,0.0,0,1,0,1.95,1,0,0,0,70,50,"F",485.7,1,"0","0"
"7987",514,0,0,0,7.07,11,0,2,0.0,0,0.03,2,0,0,0,0,0.0,0,0,0,0.67,2,0,0,0,80,53,"M",476.245,1,"0","0"
"7988",1376,0,17,0,44.62,47,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,12.78,18,0,0,0,70,68,"M",758.5425,,"0","0"
"7997",7,0,0,0,0.17,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,50,"M",7.35,,"1","0"
"7998",1983,0,85,0,30.07,37,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,10.81,19,0,0,0,,25,"M",312.2,,"0","0"
"8001",96,0,0,0,1.9,3,0,1,0.0,0,0.63,1,0,0,0,0,0.0,0,0,0,1.27,2,0,0,0,80,68,"M",27.5233,,"0","0"
"8003",484,0,0,0,9.63,11,0,0,0.0,0,0.0,0,1,4,0,0,0.0,0,0,0,8.51,7,0,0,0,80,33,"F",295.6933,1,"0","0"
"8004",0,0,0,25,0.17,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,19,"M",25.0,,"1","0"
"8006",725,0,136,0,23.23,41,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,0,3.25,9,0,0,0,70,28,"M",248.89,,"0","0"
"8008",156,0,0,0,4.87,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,42,"M",155.56,,"0","0"
"8009",56,0,0,0,1.9,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.65,1,0,0,0,80,57,"M",49.375,1,"0","0"
"8011",1608,54,0,0,25.63,61,0,0,0.0,0,0.0,0,0,0,0,0,0.37,1,0,12,8.58,13,0,0,0,80,46,"M",574.4612,,"1","0"
"8012",173,0,20,0,5.08,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,23,0,0.38,1,0,0,0,,21,"M",192.8,1,"0","0"
"8015",1314,0,221,0,12.27,17,0,0,0.0,0,1.62,2,6,1,0,0,0.0,0,11,0,2.65,2,0,0,0,,25,"M",117.5,,"0","0"
"8021",158,283,68,0,4.56,39,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,14,0.5,2,0,0,0,80,44,"F",122.75,1,"0","0"
"8022",642,0,0,0,8.98,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.13,5,0,0,0,80,52,"M",82.5,,"0","0"
"8023",2868,0,187,0,89.79,85,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,11,0,21.59,16,0,0,0,70,52,"M",712.5064,,"0","0"
"8027",516,0,0,0,15.51,12,0,1,0.0,0,0.4,1,0,0,0,0,0.0,0,0,0,4.13,3,0,0,0,80,68,"M",453.531,1,"0","0"
"8030",153,0,18,0,8.71,31,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,26,0,0.0,0,0,0,0,,33,"F",171.0,,"0","0"
"8035",232,378,51,0,4.18,72,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,52,0.6,3,0,0,0,80,45,"M",737.9799,1,"1","0"
"8040",399,0,288,0,805.08,98,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,28,38,3.61,4,0,0,0,70,48,"M",49.2,,"0","0"
"8042",1100,0,34,0,23.65,61,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,36,4.73,3,0,0,0,,20,"M",181.8,,"0","1"
"8045",287,0,17,0,6.69,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.52,1,0,0,0,,53,"F",138.55,,"0","0"
"8047",50,0,0,0,39.65,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,20,0.0,0,0,0,0,80,55,"M",49.5,,"0","0"
"8048",647,0,34,5,19.75,25,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,10.87,9,0,0,0,80,52,"F",174.6482,,"0","0"
"8053",224,0,0,0,6.38,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.75,1,0,0,0,,34,"M",34.65,,"0","0"
"8055",94,0,0,0,1.3,2,1,1,0.0,0,1.15,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,39,"M",83.375,1,"0","0"
"8057",242,0,187,0,7.92,166,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,10,113,2.3,4,0,0,0,,58,"F",429.2,1,"0","0"
"8058",315,0,204,68,9.7,34,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,5.46,8,0,0,0,80,29,"F",509.6347,2,"0","0"
"8059",59,0,17,0,0.04,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,53,"M",58.825,,"0","0"
"8061",1071,0,765,0,33.21,89,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,45,0,6.23,10,0,0,0,70,57,"M",1017.9964,1,"0","0"
"8062",286,0,34,0,7.54,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,5.13,9,0,0,0,70,70,"M",211.453,1,"0","0"
"8066",150,0,17,0,4.55,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,,37,"M",166.6,,"0","0"
"8073",85,0,119,0,2.11,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,0.33,1,0,0,0,,26,"M",134.5,,"0","0"
"8074",307,0,12,0,117.33,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,80,43,"M",298.2,1,"0","0"
"8076",738,0,0,0,21.67,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,8.33,3,0,0,0,80,33,"M",21.6,1,"0","0"
"8080",2053,0,0,0,75.69,62,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,23.0,13,0,0,0,70,74,"M",1136.1056,1,"0","0"
"8082",30,0,17,0,0.79,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,24,"M",13.2,,"0","0"
"8083",1234,0,311,0,145.92,209,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,33,120,5.23,10,0,0,0,,23,"F",993.7,1,"0","0"
"8084",390,0,0,0,10.35,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.2,12,0,0,0,80,28,"F",228.9815,,"0","0"
"8085",951,0,0,0,28.92,42,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.0,10,0,0,0,80,22,"M",729.0798,1,"0","0"
"8087",342,0,0,0,9.37,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.66,3,0,0,0,80,50,"F",151.25,,"0","0"
"8089",159,0,0,0,2.87,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.45,4,0,0,0,80,52,"F",16.5,1,"0","0"
"8095",1412,0,34,0,132.56,45,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,1.37,1,0,0,0,70,66,"M",818.4,1,"0","0"
"8096",361,0,0,17,5.65,20,0,0,0.05,1,0.05,1,0,0,0,0,0.0,0,0,0,1.35,3,0,0,0,80,52,"M",111.6749,,"0","0"
"8101",4218,0,0,0,89.42,74,9,5,0.0,0,9.33,5,0,0,0,0,0.0,0,0,0,7.08,9,0,0,0,80,41,"M",307.77,,"1","0"
"8105",386,0,0,0,12.17,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.12,1,0,0,0,80,39,"M",139.96,,"0","0"
"8106",1056,0,0,0,15.12,16,2,1,0.0,0,2.5,1,0,0,0,0,0.0,0,0,0,2.35,4,0,0,0,80,65,"M",758.1166,1,"0","0"
"8108",488,0,6,0,19.3,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,0.0,0,0,0,0,,19,"M",81.3,,"0","0"
"8109",713,0,0,0,13.39,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,48,"M",681.01,1,"1","0"
"8113",320,0,0,0,9.4,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.45,3,0,0,0,80,68,"F",79.41,1,"0","0"
"8114",2456,0,0,0,44.42,42,0,0,0.63,1,0.63,1,0,0,0,0,0.0,0,0,0,4.62,5,0,0,0,70,76,"F",676.8176,1,"0","0"
"8118",25,0,170,0,0.82,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,10,0,0.02,1,0,0,0,80,42,"M",24.935,,"0","0"
"8119",82,0,30,0,1.45,32,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,13,0,0.0,0,0,0,0,,25,"M",101.9,,"1","0"
"8120",87,267,68,0,1.39,25,0,1,0.0,0,0.27,1,0,0,0,0,0.0,0,4,13,0.48,4,0,0,0,80,40,"F",275.5781,,"0","0"
"8123",222,0,17,5,4.28,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.23,1,0,0,0,80,44,"M",189.15,,"0","0"
"8126",145,0,0,0,4.12,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.42,1,0,0,0,80,36,"M",134.4983,1,"0","0"
"8127",150,0,0,0,2.72,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.33,2,0,0,0,80,55,"F",149.645,1,"0","0"
"8128",550,0,17,0,15.53,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,3.65,6,0,0,0,80,68,"F",33.0,,"0","0"
"8129",268,0,0,0,7.05,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.32,4,0,0,0,80,37,"M",111.1,,"0","0"
"8130",265,0,20,0,11.81,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,,36,"M",38.0,,"0","0"
"8137",517,0,0,0,12.78,13,1,2,0.0,0,1.4,2,0,0,0,0,0.0,0,0,0,4.23,3,0,0,0,80,60,"F",383.1,1,"0","0"
"8138",8,0,34,17,0.1,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,80,48,"M",59.25,1,"0","0"
"8141",321,2510,102,18,10.55,169,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,140,0.2,1,0,0,0,80,50,"M",2213.628,,"0","0"
"8142",855,0,51,0,23.86,47,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,9.28,18,0,0,0,70,48,"M",415.0697,,"0","0"
"8146",22,0,0,0,0.05,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,49,"M",22.05,,"0","0"
"8148",447,0,0,0,15.7,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.54,3,0,0,0,80,48,"M",181.79,,"0","0"
"8149",498,0,0,0,200.71,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.78,2,0,0,0,80,56,"M",281.6,1,"0","0"
"8151",7,0,0,0,0.13,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,70,41,"F",7.35,3,"0","0"
"8161",467,0,0,0,6.41,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.18,3,0,0,0,,63,"M",92.95,1,"0","0"
"8163",868,354,3408,0,3221.32,625,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,490,27,0.0,0,0,0,0,,23,"F",123.6,,"0","0"
"8164",262,0,119,0,4.54,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,0.95,3,0,0,0,80,68,"M",263.8,,"0","0"
"8168",1037,0,51,0,35.5,34,0,0,0.12,1,0.12,1,0,0,0,0,0.0,0,3,0,7.9,6,0,0,0,80,42,"F",297.1463,,"0","0"
"8169",880,0,0,0,24.66,42,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,6.3,16,0,0,0,80,73,"M",253.3265,1,"0","0"
"8170",973,0,0,0,14.96,17,0,0,2.72,2,2.72,2,0,0,0,0,0.0,0,0,0,1.68,4,0,0,0,80,65,"M",479.9065,,"0","0"
"8171",215,0,0,0,5.18,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,70,40,"M",75.9,,"0","0"
"8174",841,0,51,0,30.65,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,1.77,3,0,0,0,80,59,"M",509.259,1,"0","0"
"8175",280,0,0,0,6.41,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,70,37,"M",193.1,,"0","0"
"8176",507,0,0,0,13.05,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,34,"M",338.25,,"0","0"
"8179",36,0,44,0,0.45,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.4,1,0,0,0,80,22,"F",69.6,,"0","0"
"8180",1084,0,17,0,22.78,43,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,8.84,10,0,0,0,80,53,"M",696.3,,"0","0"
"8181",2619,0,0,0,95.02,56,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,77.17,34,0,0,0,80,38,"F",1834.8925,1,"0","0"
"8182",59,0,6,0,1.64,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,1.5,2,0,0,0,80,30,"M",59.4,1,"0","0"
"8183",210,0,102,17,6.48,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,0.0,0,0,0,0,80,37,"M",233.45,1,"0","0"
"8184",631,0,255,0,14.21,45,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,15,0,0.27,2,0,0,0,80,32,"F",324.48,,"0","0"
"8188",402,0,34,0,725.67,69,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,,22,"M",329.15,1,"1","0"
"8192",1153,0,17,0,29.53,35,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,3.79,4,0,0,0,80,45,"M",495.0,,"1","0"
"8193",36,0,24,0,0.74,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,0.0,0,0,0,0,80,52,"M",54.0,,"0","0"
"8194",30,0,0,0,1.25,54,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,52,0,0.0,0,0,0,0,,22,"M",12.0,,"0","0"
"8196",129,0,0,0,3.9,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,42,"F",94.66,1,"0","0"
"8197",1275,0,51,0,131.78,40,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,10.54,12,0,0,0,70,49,"F",828.25,1,"0","0"
"8199",496,0,0,0,14.09,39,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,21,0.69,3,0,0,0,80,45,"M",50.6,,"0","0"
"8209",450,0,170,0,13.46,28,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,10,0,0.25,2,0,0,0,80,33,"M",370.715,,"0","0"
"8211",2175,0,51,0,68.79,65,0,0,0.0,0,0.0,0,1,2,0,0,0.0,0,3,0,0.6,2,0,0,0,80,42,"M",1031.4482,,"0","0"
"8212",536,0,0,5,10.7,22,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.06,8,0,0,0,80,50,"M",81.2583,,"0","0"
"8214",696,0,51,0,23.61,38,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,2.39,3,0,0,0,80,33,"M",515.0733,,"0","0"
"8217",343,0,0,0,7.74,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,6.24,11,0,0,0,,28,"M",275.0,1,"1","0"
"8218",1222,0,0,0,34.45,46,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,28.28,36,0,0,0,80,50,"M",714.7324,1,"0","0"
"8219",664,0,895,0,21.55,73,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,49,0,9.04,14,0,0,0,70,30,"F",272.5782,1,"0","0"
"8220",697,0,51,0,21.25,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,4.02,8,0,0,0,80,42,"F",233.7,1,"0","0"
"8223",531,0,34,0,10.4,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,7.9,12,0,0,0,80,25,"F",399.3948,1,"0","0"
"8224",1144,0,0,0,14.96,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,6.27,7,0,0,0,80,66,"M",405.3531,1,"0","0"
"8226",198,0,0,0,6.1,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,70,25,"M",153.12,,"0","0"
"8231",567,0,51,0,17.63,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.77,2,0,0,0,80,39,"F",183.2,,"0","0"
"8232",1202,0,85,0,28.39,58,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,5,0,6.67,21,0,0,0,70,41,"M",417.3756,2,"0","0"
"8237",361,0,0,0,10.86,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.5,3,0,0,0,80,67,"M",77.3233,1,"0","0"
"8238",421,0,34,0,16.24,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,2.66,2,0,0,0,80,37,"M",211.055,1,"0","0"
"8243",3845,0,17,5,1574.32,64,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,8.4,10,0,0,0,70,47,"F",275.55,1,"0","0"
"8247",79,0,68,0,1.47,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,1,1.16,3,0,0,0,80,49,"M",24.75,,"1","0"
"8253",441,0,0,0,12.18,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,45,"M",201.38,,"0","0"
